118.00,98.18,1
55.00,97.69,1
127.00,97.02,1
117.00,96.82,1
221.00,98.31,1
429.00,104.36,1
165.00,115.82,1
123.00,128.03,1
337.00,139.25,1
49.00,150.17,1
55.00,157.54,1
76.00,159.84,1
134.00,159.10,1
222.00,157.96,1
531.00,161.08,1
377.00,171.91,1
256.00,187.20,1
559.00,204.67,1
366.00,225.55,1
183.00,246.16,1
253.00,261.80,1
298.00,273.19,1
203.00,281.49,1
300.00,286.76,1
515.00,292.18,1
123.00,298.67,1
155.00,301.25,1
327.00,299.57,1
172.00,296.50,1
152.00,291.18,1
48.00,281.82,1
227.00,269.32,1
261.00,257.21,1
404.00,249.07,1
88.00,244.21,1
245.00,239.27,1
365.00,235.41,1
198.00,234.39,1
252.00,234.23,1
328.00,234.90,1
182.00,236.65,1
403.00,239.20,1
348.00,244.29,1
298.00,251.65,1
75.00,257.33,1
689.00,262.55,1
290.00,272.28,1
124.00,282.19,1
429.00,288.39,1
263.00,293.85,1
166.00,297.55,1
191.00,296.99,1
42.00,291.53,1
286.00,282.34,1
62.00,271.60,1
84.00,258.49,1
219.00,243.67,1
139.00,229.81,1
167.00,217.17,1
139.00,205.44,1
93.00,194.17,1
88.00,182.60,1
371.00,173.06,1
159.00,168.25,1
260.00,166.90,1
122.00,166.99,1
96.00,166.50,1
218.00,165.01,1
143.00,164.01,1
98.00,162.80,1
104.00,160.16,1
150.00,156.61,1
59.00,152.56,1
135.00,147.77,1
441.00,145.62,1
266.00,149.80,1
46.00,156.45,1
195.00,160.87,1
195.00,164.13,1
82.00,166.69,1
287.00,168.46,1
170.00,171.07,1
264.00,174.76,1
102.00,178.40,1
120.00,180.11,1
228.00,180.17,1
162.00,180.35,1
83.00,179.77,1
311.00,178.66,1
132.00,178.83,1
230.00,179.71,1
410.00,182.73,1
65.00,188.18,1
191.00,192.14,1
136.00,193.59,1
106.00,193.00,1
83.00,189.74,1
49.00,183.60,1
190.00,175.91,1
240.00,169.79,1
73.00,165.66,1
73.00,160.83,1
49.00,154.06,1
51.00,145.67,1
284.00,138.07,1
71.00,133.44,1
133.00,130.13,1
263.00,128.29,1
117.00,129.07,1
63.00,130.02,1
60.00,128.93,1
107.00,126.24,1
38.00,122.60,1
135.00,118.41,1
52.00,114.28,1
131.00,110.42,1
82.00,107.11,1
88.00,104.22,1
91.00,101.46,1
56.00,98.71,1
174.00,96.47,1
43.00,95.28,1
183.00,94.88,1
139.00,95.97,1
168.00,98.85,1
153.00,102.96,1
49.00,107.00,1
192.00,110.20,1
106.00,113.44,1
53.00,115.93,1
119.00,116.72,1
112.00,116.79,1
52.00,116.24,1
127.00,114.80,1
135.00,113.56,1
41.00,112.48,1
84.00,110.43,1
64.00,107.46,1
175.00,104.85,1
132.00,103.92,1
74.00,104.03,1
127.00,104.04,1
64.00,103.84,1
77.00,103.00,1
81.00,101.42,1
88.00,99.57,1
117.00,97.96,1
56.00,96.62,1
116.00,95.26,1
154.00,94.74,1
150.00,95.97,1
248.00,99.54,1
81.00,104.98,1
53.00,109.47,1
182.00,112.30,1
137.00,115.32,1
101.00,118.41,1
114.00,120.58,1
320.00,123.63,1
105.00,128.97,1
203.00,134.82,1
41.00,139.37,1
255.00,142.69,1
242.00,147.03,1
51.00,152.01,1
91.00,154.32,1
50.00,153.32,1
240.00,151.05,1
88.00,149.43,1
104.00,147.57,1
74.00,144.31,1
65.00,139.69,1
326.00,135.94,1
116.00,135.47,1
82.00,135.92,1
138.00,135.21,1
43.00,133.51,1
225.00,131.51,1
126.00,130.77,1
41.00,130.17,1
165.00,128.49,1
155.00,127.31,1
54.00,126.59,1
167.00,125.40,1
310.00,126.13,1
74.00,129.67,1
92.00,132.62,1
53.00,133.04,1
61.00,131.06,1
93.00,127.44,1
239.00,124.49,1
102.00,123.71,1
44.00,123.05,1
73.00,120.66,1
94.00,117.20,1
66.00,113.38,1
49.00,109.00,1
112.00,104.35,1
42.00,99.97,1
110.00,95.86,1
123.00,92.75,1
180.00,91.76,1
200.00,93.65,1
128.00,97.85,1
118.00,102.59,1
209.00,107.53,1
90.00,112.91,1
107.00,117.36,1
74.00,119.99,1
129.00,121.19,1
76.00,121.45,1
206.00,121.66,1
139.00,122.98,1
326.00,126.62,1
42.00,132.09,1
59.00,135.75,1
57.00,135.84,1
118.00,133.80,1
50.00,130.67,1
190.00,127.35,1
135.00,125.29,1
65.00,123.92,1
162.00,122.32,1
177.00,121.75,1
325.00,124.26,1
62.00,129.41,1
178.00,134.24,1
70.00,137.49,1
143.00,139.23,1
215.00,140.66,1
142.00,143.01,1
111.00,145.11,1
127.00,145.96,1
187.00,146.35,1
142.00,147.11,1
162.00,148.06,1
104.00,148.60,1
170.00,148.56,1
82.00,147.96,1
380.00,148.51,1
46.00,151.40,1
186.00,154.02,1
411.00,157.79,1
37.00,164.11,1
193.00,169.10,1
277.00,173.08,1
97.00,177.37,1
331.00,181.40,1
84.00,185.43,1
167.00,187.84,1
90.00,187.66,1
90.00,184.91,1
135.00,180.02,1
131.00,174.41,1
318.00,170.29,1
102.00,168.70,1
100.00,167.05,1
103.00,163.62,1
78.00,158.79,1
58.00,152.47,1
102.00,145.05,1
134.00,137.90,1
64.00,131.49,1
40.00,124.76,1
163.00,118.06,1
95.00,112.88,1
176.00,109.60,1
187.00,108.73,1
187.00,110.58,1
213.00,114.76,1
226.00,121.09,1
156.00,128.70,1
55.00,135.13,1
232.00,139.66,1
45.00,143.14,1
144.00,144.88,1
167.00,145.55,1
64.00,145.73,1
73.00,144.06,1
374.00,142.86,1
244.00,146.02,1
156.00,152.06,1
111.00,157.14,1
63.00,159.46,1
51.00,158.28,1
39.00,153.83,1
106.00,147.30,1
118.00,140.51,1
71.00,134.12,1
92.00,127.73,1
149.00,121.99,1
88.00,117.55,1
221.00,114.82,1
129.00,114.40,1
100.00,115.08,1
94.00,115.29,1
58.00,114.49,1
143.00,113.01,1
88.00,111.72,1
105.00,110.55,1
57.00,108.93,1
38.00,106.21,1
77.00,102.38,1
68.00,98.23,1
200.00,95.24,1
57.00,94.16,1
124.00,93.85,1
59.00,93.51,1
114.00,93.11,1
57.00,92.56,1
43.00,91.33,1
104.00,89.41,1
79.00,87.73,1
48.00,86.11,1
193.00,85.08,1
179.00,86.56,1
127.00,90.43,1
141.00,95.14,1
115.00,99.92,1
103.00,104.16,1
129.00,107.65,1
91.00,110.49,1
74.00,112.17,1
104.00,112.55,1
42.00,111.80,1
222.00,110.92,1
102.00,111.44,1
351.00,114.59,1
254.00,121.94,1
213.00,132.38,1
68.00,142.12,1
51.00,148.11,1
311.00,151.75,1
118.00,156.04,1
36.00,158.96,1
37.00,157.79,1
96.00,153.38,1
187.00,148.39,1
106.00,144.45,1
180.00,141.47,1
43.00,138.73,1
242.00,136.27,1
149.00,135.47,1
48.00,135.25,1
39.00,132.97,1
69.00,128.46,1
94.00,123.00,1
125.00,117.94,1
111.00,113.95,1
47.00,110.42,1
109.00,106.67,1
69.00,103.06,1
86.00,99.66,1
105.00,96.63,1
113.00,94.52,1
120.00,93.52,1
171.00,94.01,1
40.00,95.42,1
57.00,95.88,1
63.00,94.86,1
85.00,93.16,1
50.00,91.12,1
107.00,88.97,1
56.00,87.04,1
91.00,85.25,1
164.00,84.41,1
65.00,85.00,1
